path,label,label_id,n_frames
dataset_cordialidad\Buenas Noches\seq_27.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_28.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_29.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_3.npy,Buenas Noches,5,39
dataset_cordialidad\Buenas Noches\seq_30.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_31.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_32.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_33.npy,Buenas Noches,5,67
dataset_cordialidad\Buenas Noches\seq_34.npy,Buenas Noches,5,67
dataset_cordialidad\Buenas Noches\seq_35.npy,Buenas Noches,5,67
dataset_cordialidad\Buenas Noches\seq_36.npy,Buenas Noches,5,72
dataset_cordialidad\Buenas Noches\seq_37.npy,Buenas Noches,5,72
dataset_cordialidad\Buenas Noches\seq_38.npy,Buenas Noches,5,72
dataset_cordialidad\Buenas Noches\seq_39.npy,Buenas Noches,5,83
dataset_cordialidad\Buenas Noches\seq_4.npy,Buenas Noches,5,39
dataset_cordialidad\Buenas Noches\seq_40.npy,Buenas Noches,5,83
dataset_cordialidad\Buenas Noches\seq_41.npy,Buenas Noches,5,83
dataset_cordialidad\Buenas Noches\seq_42.npy,Buenas Noches,5,75
dataset_cordialidad\Buenas Noches\seq_43.npy,Buenas Noches,5,75
dataset_cordialidad\Buenas Noches\seq_44.npy,Buenas Noches,5,75
dataset_cordialidad\Buenas Noches\seq_45.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_46.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_47.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_48.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_49.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_5.npy,Buenas Noches,5,39
dataset_cordialidad\Buenas Noches\seq_50.npy,Buenas Noches,5,50
dataset_cordialidad\Buenas Noches\seq_51.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_52.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_53.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_54.npy,Buenas Noches,5,78
dataset_cordialidad\Buenas Noches\seq_55.npy,Buenas Noches,5,78
dataset_cordialidad\Buenas Noches\seq_56.npy,Buenas Noches,5,78
dataset_cordialidad\Buenas Noches\seq_57.npy,Buenas Noches,5,65
dataset_cordialidad\Buenas Noches\seq_58.npy,Buenas Noches,5,65
dataset_cordialidad\Buenas Noches\seq_59.npy,Buenas Noches,5,65
dataset_cordialidad\Buenas Noches\seq_6.npy,Buenas Noches,5,38
dataset_cordialidad\Buenas Noches\seq_60.npy,Buenas Noches,5,69
dataset_cordialidad\Buenas Noches\seq_61.npy,Buenas Noches,5,69
dataset_cordialidad\Buenas Noches\seq_62.npy,Buenas Noches,5,69
dataset_cordialidad\Buenas Noches\seq_63.npy,Buenas Noches,5,53
dataset_cordialidad\Buenas Noches\seq_64.npy,Buenas Noches,5,53
dataset_cordialidad\Buenas Noches\seq_65.npy,Buenas Noches,5,53
dataset_cordialidad\Buenas Noches\seq_66.npy,Buenas Noches,5,63
dataset_cordialidad\Buenas Noches\seq_67.npy,Buenas Noches,5,63
dataset_cordialidad\Buenas Noches\seq_68.npy,Buenas Noches,5,63
dataset_cordialidad\Buenas Noches\seq_69.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_7.npy,Buenas Noches,5,38
dataset_cordialidad\Buenas Noches\seq_70.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_71.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_72.npy,Buenas Noches,5,77
dataset_cordialidad\Buenas Noches\seq_73.npy,Buenas Noches,5,77
dataset_cordialidad\Buenas Noches\seq_74.npy,Buenas Noches,5,77
dataset_cordialidad\Buenas Noches\seq_75.npy,Buenas Noches,5,59
dataset_cordialidad\Buenas Noches\seq_76.npy,Buenas Noches,5,59
dataset_cordialidad\Buenas Noches\seq_77.npy,Buenas Noches,5,59
dataset_cordialidad\Buenas Noches\seq_78.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_79.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_8.npy,Buenas Noches,5,38
dataset_cordialidad\Buenas Noches\seq_80.npy,Buenas Noches,5,62
dataset_cordialidad\Buenas Noches\seq_81.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_82.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_83.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_84.npy,Buenas Noches,5,55
dataset_cordialidad\Buenas Noches\seq_85.npy,Buenas Noches,5,55
dataset_cordialidad\Buenas Noches\seq_86.npy,Buenas Noches,5,55
dataset_cordialidad\Buenas Noches\seq_87.npy,Buenas Noches,5,51
dataset_cordialidad\Buenas Noches\seq_88.npy,Buenas Noches,5,51
dataset_cordialidad\Buenas Noches\seq_89.npy,Buenas Noches,5,51
dataset_cordialidad\Buenas Noches\seq_9.npy,Buenas Noches,5,60
dataset_cordialidad\Buenas tardes\seq_0.npy,Buenas tardes,6,46
dataset_cordialidad\Buenas tardes\seq_1.npy,Buenas tardes,6,46
dataset_cordialidad\Buenas tardes\seq_10.npy,Buenas tardes,6,85
dataset_cordialidad\Buenas tardes\seq_11.npy,Buenas tardes,6,85
dataset_cordialidad\Buenas tardes\seq_12.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_13.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_14.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_15.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_16.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_17.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_18.npy,Buenas tardes,6,58
dataset_cordialidad\Buenas tardes\seq_19.npy,Buenas tardes,6,58
dataset_cordialidad\Buenas tardes\seq_2.npy,Buenas tardes,6,46
dataset_cordialidad\Buenas tardes\seq_20.npy,Buenas tardes,6,58
dataset_cordialidad\Buenas tardes\seq_21.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_22.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_23.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_24.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_25.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_26.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_27.npy,Buenas tardes,6,67
dataset_cordialidad\Buenas tardes\seq_28.npy,Buenas tardes,6,67
dataset_cordialidad\Buenas tardes\seq_29.npy,Buenas tardes,6,67
dataset_cordialidad\Buenas tardes\seq_3.npy,Buenas tardes,6,41
dataset_cordialidad\Buenas tardes\seq_30.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_31.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_32.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_33.npy,Buenas tardes,6,94
dataset_cordialidad\Buenas tardes\seq_34.npy,Buenas tardes,6,94
dataset_cordialidad\Buenas tardes\seq_35.npy,Buenas tardes,6,94
dataset_cordialidad\Buenas tardes\seq_36.npy,Buenas tardes,6,85
dataset_cordialidad\Buenas tardes\seq_37.npy,Buenas tardes,6,85
dataset_cordialidad\Buenas tardes\seq_38.npy,Buenas tardes,6,85
dataset_cordialidad\Buenas tardes\seq_39.npy,Buenas tardes,6,71
dataset_cordialidad\Buenas tardes\seq_4.npy,Buenas tardes,6,41
dataset_cordialidad\Buenas tardes\seq_40.npy,Buenas tardes,6,71
dataset_cordialidad\Buenas tardes\seq_41.npy,Buenas tardes,6,71
dataset_cordialidad\Buenas tardes\seq_42.npy,Buenas tardes,6,83
dataset_cordialidad\Buenas tardes\seq_43.npy,Buenas tardes,6,83
dataset_cordialidad\Buenas tardes\seq_44.npy,Buenas tardes,6,83
dataset_cordialidad\Buenas tardes\seq_45.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_46.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_47.npy,Buenas tardes,6,52
dataset_cordialidad\Buenas tardes\seq_48.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_49.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_5.npy,Buenas tardes,6,41
dataset_cordialidad\Buenas tardes\seq_50.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_51.npy,Buenas tardes,6,62
dataset_cordialidad\Buenas tardes\seq_52.npy,Buenas tardes,6,62
dataset_cordialidad\Buenas tardes\seq_53.npy,Buenas tardes,6,62
dataset_cordialidad\Buenas tardes\seq_54.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_55.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_56.npy,Buenas tardes,6,79
dataset_cordialidad\Buenas tardes\seq_57.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_58.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_59.npy,Buenas tardes,6,65
dataset_cordialidad\Buenas tardes\seq_6.npy,Buenas tardes,6,40
dataset_cordialidad\Buenas tardes\seq_60.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_61.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_62.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_63.npy,Buenas tardes,6,57
dataset_cordialidad\Buenas tardes\seq_64.npy,Buenas tardes,6,57
dataset_cordialidad\Buenas tardes\seq_65.npy,Buenas tardes,6,57
dataset_cordialidad\Buenas tardes\seq_66.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_67.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_68.npy,Buenas tardes,6,70
dataset_cordialidad\Buenas tardes\seq_69.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_7.npy,Buenas tardes,6,40
dataset_cordialidad\Buenas tardes\seq_70.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_71.npy,Buenas tardes,6,61
dataset_cordialidad\Buenas tardes\seq_72.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_73.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_74.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_75.npy,Buenas tardes,6,47
dataset_cordialidad\Buenas tardes\seq_76.npy,Buenas tardes,6,47
dataset_cordialidad\Buenas tardes\seq_77.npy,Buenas tardes,6,47
dataset_cordialidad\Buenas tardes\seq_78.npy,Buenas tardes,6,45
dataset_cordialidad\Buenas tardes\seq_79.npy,Buenas tardes,6,45
dataset_cordialidad\Buenas tardes\seq_8.npy,Buenas tardes,6,40
dataset_cordialidad\Buenas tardes\seq_80.npy,Buenas tardes,6,45
dataset_cordialidad\Buenas tardes\seq_81.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_82.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_83.npy,Buenas tardes,6,56
dataset_cordialidad\Buenas tardes\seq_9.npy,Buenas tardes,6,85
dataset_cordialidad\Buenos dias\seq_0.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_1.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_10.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_11.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_12.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_13.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_14.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_15.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_16.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_17.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_18.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_19.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_2.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_20.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_21.npy,Buenos dias,7,88
dataset_cordialidad\Buenos dias\seq_22.npy,Buenos dias,7,88
dataset_cordialidad\Buenos dias\seq_23.npy,Buenos dias,7,88
dataset_cordialidad\Buenos dias\seq_24.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_25.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_26.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_27.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_28.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_29.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_3.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_30.npy,Buenos dias,7,65
dataset_cordialidad\Buenos dias\seq_31.npy,Buenos dias,7,65
dataset_cordialidad\Buenos dias\seq_32.npy,Buenos dias,7,65
dataset_cordialidad\Buenos dias\seq_33.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_34.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_35.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_36.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_37.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_38.npy,Buenos dias,7,58
dataset_cordialidad\Buenos dias\seq_39.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_4.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_40.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_41.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_42.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_43.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_44.npy,Buenos dias,7,49
dataset_cordialidad\Buenos dias\seq_45.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_46.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_47.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_48.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_49.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_5.npy,Buenos dias,7,43
dataset_cordialidad\Buenos dias\seq_50.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_51.npy,Buenos dias,7,46
dataset_cordialidad\Buenos dias\seq_52.npy,Buenos dias,7,46
dataset_cordialidad\Buenos dias\seq_53.npy,Buenos dias,7,46
dataset_cordialidad\Buenos dias\seq_54.npy,Buenos dias,7,71
dataset_cordialidad\Buenos dias\seq_55.npy,Buenos dias,7,71
dataset_cordialidad\Buenos dias\seq_56.npy,Buenos dias,7,71
dataset_cordialidad\Buenos dias\seq_57.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_58.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_59.npy,Buenos dias,7,70
dataset_cordialidad\Buenos dias\seq_6.npy,Buenos dias,7,39
dataset_cordialidad\Buenos dias\seq_60.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_61.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_62.npy,Buenos dias,7,60
dataset_cordialidad\Buenos dias\seq_63.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_64.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_65.npy,Buenos dias,7,68
dataset_cordialidad\Buenos dias\seq_66.npy,Buenos dias,7,66
dataset_cordialidad\Buenos dias\seq_67.npy,Buenos dias,7,66
dataset_cordialidad\Buenos dias\seq_68.npy,Buenos dias,7,66
dataset_cordialidad\Buenos dias\seq_69.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_7.npy,Buenos dias,7,39
dataset_cordialidad\Buenos dias\seq_70.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_71.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_72.npy,Buenos dias,7,57
dataset_cordialidad\Buenos dias\seq_73.npy,Buenos dias,7,57
dataset_cordialidad\Buenos dias\seq_74.npy,Buenos dias,7,57
dataset_cordialidad\Buenos dias\seq_75.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_76.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_77.npy,Buenos dias,7,50
dataset_cordialidad\Buenos dias\seq_78.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_79.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_8.npy,Buenos dias,7,39
dataset_cordialidad\Buenos dias\seq_80.npy,Buenos dias,7,55
dataset_cordialidad\Buenos dias\seq_9.npy,Buenos dias,7,60
dataset_cordialidad\Chao\seq_0.npy,Chao,8,34
dataset_cordialidad\Chao\seq_1.npy,Chao,8,34
dataset_cordialidad\Chao\seq_10.npy,Chao,8,35
dataset_cordialidad\Chao\seq_11.npy,Chao,8,35
dataset_cordialidad\Chao\seq_12.npy,Chao,8,30
dataset_cordialidad\Chao\seq_13.npy,Chao,8,30
dataset_cordialidad\Chao\seq_14.npy,Chao,8,30
dataset_cordialidad\Chao\seq_15.npy,Chao,8,40
dataset_cordialidad\Chao\seq_16.npy,Chao,8,40
dataset_cordialidad\Chao\seq_17.npy,Chao,8,40
dataset_cordialidad\Chao\seq_18.npy,Chao,8,39
dataset_cordialidad\Chao\seq_19.npy,Chao,8,39
dataset_cordialidad\Chao\seq_2.npy,Chao,8,34
dataset_cordialidad\Chao\seq_20.npy,Chao,8,39
dataset_cordialidad\Chao\seq_21.npy,Chao,8,48
dataset_cordialidad\Chao\seq_22.npy,Chao,8,48
dataset_cordialidad\Chao\seq_23.npy,Chao,8,48
dataset_cordialidad\Chao\seq_24.npy,Chao,8,58
dataset_cordialidad\Chao\seq_25.npy,Chao,8,58
dataset_cordialidad\Chao\seq_26.npy,Chao,8,58
dataset_cordialidad\Chao\seq_27.npy,Chao,8,44
dataset_cordialidad\Chao\seq_28.npy,Chao,8,44
dataset_cordialidad\Chao\seq_29.npy,Chao,8,44
dataset_cordialidad\Chao\seq_3.npy,Chao,8,20
dataset_cordialidad\Chao\seq_30.npy,Chao,8,57
dataset_cordialidad\Chao\seq_31.npy,Chao,8,57
dataset_cordialidad\Chao\seq_32.npy,Chao,8,57
dataset_cordialidad\Chao\seq_33.npy,Chao,8,38
dataset_cordialidad\Chao\seq_34.npy,Chao,8,38
dataset_cordialidad\Chao\seq_35.npy,Chao,8,38
dataset_cordialidad\Chao\seq_36.npy,Chao,8,40
dataset_cordialidad\Chao\seq_37.npy,Chao,8,40
dataset_cordialidad\Chao\seq_38.npy,Chao,8,40
dataset_cordialidad\Chao\seq_39.npy,Chao,8,49
dataset_cordialidad\Chao\seq_4.npy,Chao,8,20
dataset_cordialidad\Chao\seq_40.npy,Chao,8,49
dataset_cordialidad\Chao\seq_41.npy,Chao,8,49
dataset_cordialidad\Chao\seq_42.npy,Chao,8,45
dataset_cordialidad\Chao\seq_43.npy,Chao,8,45
dataset_cordialidad\Chao\seq_44.npy,Chao,8,45
dataset_cordialidad\Chao\seq_45.npy,Chao,8,43
dataset_cordialidad\Chao\seq_46.npy,Chao,8,43
dataset_cordialidad\Chao\seq_47.npy,Chao,8,43
dataset_cordialidad\Chao\seq_48.npy,Chao,8,45
dataset_cordialidad\Chao\seq_49.npy,Chao,8,45
dataset_cordialidad\Chao\seq_5.npy,Chao,8,20
dataset_cordialidad\Chao\seq_50.npy,Chao,8,45
dataset_cordialidad\Chao\seq_51.npy,Chao,8,45
dataset_cordialidad\Chao\seq_52.npy,Chao,8,45
dataset_cordialidad\Chao\seq_53.npy,Chao,8,45
dataset_cordialidad\Chao\seq_54.npy,Chao,8,27
dataset_cordialidad\Chao\seq_55.npy,Chao,8,27
dataset_cordialidad\Chao\seq_56.npy,Chao,8,27
dataset_cordialidad\Chao\seq_57.npy,Chao,8,43
dataset_cordialidad\Chao\seq_58.npy,Chao,8,43
dataset_cordialidad\Chao\seq_59.npy,Chao,8,43
dataset_cordialidad\Chao\seq_6.npy,Chao,8,30
dataset_cordialidad\Chao\seq_60.npy,Chao,8,41
dataset_cordialidad\Chao\seq_61.npy,Chao,8,41
dataset_cordialidad\Chao\seq_62.npy,Chao,8,41
dataset_cordialidad\Chao\seq_63.npy,Chao,8,36
dataset_cordialidad\Chao\seq_64.npy,Chao,8,36
dataset_cordialidad\Chao\seq_65.npy,Chao,8,36
dataset_cordialidad\Chao\seq_66.npy,Chao,8,44
dataset_cordialidad\Chao\seq_67.npy,Chao,8,44
dataset_cordialidad\Chao\seq_68.npy,Chao,8,44
dataset_cordialidad\Chao\seq_69.npy,Chao,8,43
dataset_cordialidad\Chao\seq_7.npy,Chao,8,30
dataset_cordialidad\Chao\seq_70.npy,Chao,8,43
dataset_cordialidad\Chao\seq_71.npy,Chao,8,43
dataset_cordialidad\Chao\seq_72.npy,Chao,8,27
dataset_cordialidad\Chao\seq_73.npy,Chao,8,27
dataset_cordialidad\Chao\seq_74.npy,Chao,8,27
dataset_cordialidad\Chao\seq_75.npy,Chao,8,36
dataset_cordialidad\Chao\seq_76.npy,Chao,8,36
dataset_cordialidad\Chao\seq_77.npy,Chao,8,36
dataset_cordialidad\Chao\seq_78.npy,Chao,8,36
dataset_cordialidad\Chao\seq_79.npy,Chao,8,36
dataset_cordialidad\Chao\seq_8.npy,Chao,8,30
dataset_cordialidad\Chao\seq_80.npy,Chao,8,36
dataset_cordialidad\Chao\seq_81.npy,Chao,8,40
dataset_cordialidad\Chao\seq_82.npy,Chao,8,40
dataset_cordialidad\Chao\seq_83.npy,Chao,8,40
dataset_cordialidad\Chao\seq_9.npy,Chao,8,35
dataset_cordialidad\Como esta\seq_0.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_1.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_10.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_11.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_12.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_13.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_14.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_15.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_16.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_17.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_18.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_19.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_2.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_20.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_21.npy,Como esta,9,45
dataset_cordialidad\Como esta\seq_22.npy,Como esta,9,45
dataset_cordialidad\Como esta\seq_23.npy,Como esta,9,45
dataset_cordialidad\Como esta\seq_24.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_25.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_26.npy,Como esta,9,53
dataset_cordialidad\Como esta\seq_27.npy,Como esta,9,39
dataset_cordialidad\Como esta\seq_28.npy,Como esta,9,39
dataset_cordialidad\Como esta\seq_29.npy,Como esta,9,39
dataset_cordialidad\Como esta\seq_3.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_30.npy,Como esta,9,48
dataset_cordialidad\Como esta\seq_31.npy,Como esta,9,48
dataset_cordialidad\Como esta\seq_32.npy,Como esta,9,48
dataset_cordialidad\Como esta\seq_33.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_34.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_35.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_36.npy,Como esta,9,119
dataset_cordialidad\Como esta\seq_37.npy,Como esta,9,119
dataset_cordialidad\Como esta\seq_38.npy,Como esta,9,119
dataset_cordialidad\Como esta\seq_39.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_4.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_40.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_41.npy,Como esta,9,55
dataset_cordialidad\Como esta\seq_42.npy,Como esta,9,50
dataset_cordialidad\Como esta\seq_43.npy,Como esta,9,50
dataset_cordialidad\Como esta\seq_44.npy,Como esta,9,50
dataset_cordialidad\Como esta\seq_45.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_46.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_47.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_48.npy,Como esta,9,46
dataset_cordialidad\Como esta\seq_49.npy,Como esta,9,46
dataset_cordialidad\Como esta\seq_5.npy,Como esta,9,31
dataset_cordialidad\Como esta\seq_50.npy,Como esta,9,46
dataset_cordialidad\Como esta\seq_51.npy,Como esta,9,72
dataset_cordialidad\Como esta\seq_52.npy,Como esta,9,72
dataset_cordialidad\Como esta\seq_53.npy,Como esta,9,72
dataset_cordialidad\Como esta\seq_54.npy,Como esta,9,35
dataset_cordialidad\Como esta\seq_55.npy,Como esta,9,35
dataset_cordialidad\Como esta\seq_56.npy,Como esta,9,35
dataset_cordialidad\Como esta\seq_57.npy,Como esta,9,54
dataset_cordialidad\Como esta\seq_58.npy,Como esta,9,54
dataset_cordialidad\Como esta\seq_59.npy,Como esta,9,54
dataset_cordialidad\Como esta\seq_6.npy,Como esta,9,36
dataset_cordialidad\Como esta\seq_60.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_61.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_62.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_63.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_64.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_65.npy,Como esta,9,42
dataset_cordialidad\Como esta\seq_66.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_67.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_68.npy,Como esta,9,43
dataset_cordialidad\Como esta\seq_69.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_7.npy,Como esta,9,36
dataset_cordialidad\Como esta\seq_70.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_71.npy,Como esta,9,51
dataset_cordialidad\Como esta\seq_72.npy,Como esta,9,65
dataset_cordialidad\Como esta\seq_73.npy,Como esta,9,65
dataset_cordialidad\Como esta\seq_74.npy,Como esta,9,65
dataset_cordialidad\Como esta\seq_75.npy,Como esta,9,37
dataset_cordialidad\Como esta\seq_76.npy,Como esta,9,37
dataset_cordialidad\Como esta\seq_77.npy,Como esta,9,37
dataset_cordialidad\Como esta\seq_78.npy,Como esta,9,49
dataset_cordialidad\Como esta\seq_79.npy,Como esta,9,49
dataset_cordialidad\Como esta\seq_8.npy,Como esta,9,36
dataset_cordialidad\Como esta\seq_80.npy,Como esta,9,49
dataset_cordialidad\Como esta\seq_81.npy,Como esta,9,40
dataset_cordialidad\Como esta\seq_82.npy,Como esta,9,40
dataset_cordialidad\Como esta\seq_83.npy,Como esta,9,40
dataset_cordialidad\Como esta\seq_84.npy,Como esta,9,34
